Unnamed: 0,CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
4745,204745,32,0,1,22,3,1,4,4,0,3,1,3,0,4,1,1,1,21288
2498,202498,27,1,3,30,3,0,3,5,1,3,0,2,1,2,1,1,2,22835
3234,203234,34,1,1,12,2,1,3,5,3,3,1,6,0,3,0,1,3,25797
1844,201844,28,1,3,15,2,1,3,3,1,3,2,2,0,3,1,1,2,20253
2721,202721,39,1,3,14,3,0,3,3,1,5,1,3,1,3,0,1,2,24283
831,200831,31,0,1,21,3,1,3,3,0,3,0,2,0,4,1,2,1,17610
794,200794,34,0,1,9,2,1,2,3,1,3,3,1,0,2,1,0,2,22756
847,200847,34,0,1,6,3,1,3,4,1,5,2,1,0,2,1,2,2,20343
1593,201593,51,1,1,12,2,1,2,3,2,3,2,1,0,5,1,1,4,34537
3445,203445,38,1,1,18,3,0,4,4,0,3,3,6,0,3,0,2,1,22307
601,200601,40,0,1,22,3,1,2,4,1,3,2,7,0,5,1,1,2,20094
2014,202014,47,0,3,9,3,0,2,3,4,3,1,1,1,5,1,0,0,28770
2892,202892,41,1,1,13,2,0,4,4,4,3,2,2,0,5,1,3,0,31915
4241,204241,40,1,3,10,3,0,3,4,1,3,1,6,1,4,1,2,2,23916
2785,202785,39,1,1,22,2,1,4,5,3,3,1,2,1,5,1,2,3,30188
1853,201853,22,1,1,17,3,0,2,3,0,4,1,2,0,1,1,1,1,17244
3509,203509,56,1,1,11,2,1,2,4,1,3,0,2,1,4,0,1,2,22713
3961,203961,38,1,1,26,2,1,4,4,0,4,1,6,0,4,0,2,1,21700
3275,203275,32,0,1,22,3,1,4,4,0,3,0,3,0,4,1,3,1,21288
3062,203062,26,1,1,9,3,1,4,2,0,5,3,2,0,2,1,3,1,22102
1096,201096,40,1,2,12,3,1,2,3,4,3,2,2,1,3,1,1,0,31437
1563,201563,46,0,1,6,3,1,2,4,3,5,1,3,1,1,1,1,3,25673
1519,201519,35,1,1,14,2,1,2,1,0,3,1,2,0,5,1,1,1,17269
2845,202845,57,0,3,13,2,0,3,3,4,5,0,2,0,3,1,1,0,31890
4092,204092,47,1,3,7,3,0,4,4,3,5,1,3,0,1,1,3,3,29131
663,200663,21,1,1,24,2,0,3,3,0,3,2,2,0,3,1,1,1,17693
3384,203384,40,1,1,30,3,1,4,4,0,5,3,2,0,3,0,3,1,22582
61,200061,38,0,1,35,2,0,2,3,1,3,2,2,0,3,1,0,2,17406
3673,203673,41,1,1,15,2,0,4,4,1,5,1,4,1,1,0,1,2,25194
2456,202456,32,1,1,33,2,1,3,4,0,3,1,3,0,3,0,2,1,21589
1099,201099,45,1,1,6,1,1,3,3,3,4,1,2,0,3,1,1,3,22441
4175,204175,39,0,3,9,2,1,3,5,1,3,1,5,0,5,1,2,2,23927
1373,201373,38,0,1,14,3,0,2,4,1,4,1,2,1,1,1,0,2,17133
908,200908,33,1,3,16,3,1,2,1,3,3,1,1,1,4,1,1,3,23380
188,200188,34,0,1,8,2,1,2,4,1,3,0,2,0,4,0,0,2,24547
3011,203011,35,1,3,9,2,1,3,4,1,3,3,3,0,5,0,1,2,24952
3750,203750,32,0,3,14,3,0,4,4,3,5,1,4,0,1,1,3,3,28315
2112,202112,38,1,3,15,3,1,3,4,0,4,1,1,0,4,0,2,1,17899
2106,202106,35,0,1,31,2,0,3,3,0,4,1,2,1,3,1,1,1,17022
4162,204162,38,1,1,7,3,0,3,5,0,5,1,4,0,4,0,2,1,22598
2986,202986,39,1,1,7,2,0,3,4,3,3,3,6,1,2,0,2,3,26539
3910,203910,40,1,1,13,3,1,3,5,3,5,1,6,0,4,1,1,3,28669
2421,202421,41,0,3,15,2,1,2,5,4,3,1,1,0,5,1,1,0,21151
2822,202822,35,0,3,26,3,1,4,3,1,3,3,2,1,2,1,3,2,23982
3988,203988,37,1,1,13,2,0,3,2,0,3,1,5,0,1,0,1,1,21716
2880,202880,34,1,1,17,3,1,3,6,0,3,1,2,0,5,0,1,1,22086
4661,204661,39,1,3,10,2,1,3,4,1,3,3,2,1,3,1,1,2,25539
4615,204615,54,1,3,9,3,1,3,4,4,3,1,8,0,3,1,1,0,33530
3470,203470,33,1,3,14,3,1,4,4,1,3,0,6,0,5,1,2,2,27882
2772,202772,34,0,3,17,3,1,3,5,1,3,3,5,0,3,1,2,2,23360
2768,202768,31,1,1,35,3,0,4,4,1,3,0,3,0,3,0,3,2,24453
4585,204585,35,1,1,17,2,1,3,4,0,4,1,3,0,1,1,2,1,20686
4837,204837,35,1,3,16,3,1,3,4,3,3,1,6,0,3,1,2,3,23168
1760,201760,49,0,1,16,2,0,2,3,2,5,2,1,1,3,0,1,4,33665
3211,203211,38,1,1,10,2,0,3,4,1,4,3,5,0,4,1,1,2,22785
1776,201776,32,1,3,13,2,1,3,4,1,3,1,2,0,3,1,0,2,20484
1526,201526,35,0,3,5,2,1,3,3,3,5,1,2,0,4,0,0,3,24069
4640,204640,32,0,1,7,2,0,4,4,1,5,1,3,0,5,1,1,2,22826
3205,203205,37,1,1,22,2,1,3,4,1,3,1,2,0,4,0,1,2,23512
2287,202287,36,0,1,24,2,1,3,3,1,3,3,3,0,3,0,1,2,22779
1872,201872,30,1,3,18,1,0,2,3,1,3,3,1,0,1,1,1,2,21577
2748,202748,40,1,1,7,3,1,3,3,3,3,1,2,0,3,1,1,3,28291
4337,204337,31,0,3,29,2,0,4,4,3,5,1,2,0,1,1,2,3,27090
2998,202998,28,1,1,14,3,0,3,5,1,5,3,2,0,3,1,1,2,25489
365,200365,46,0,1,13,3,0,1,3,1,3,0,3,0,5,0,0,2,20258
4593,204593,32,0,3,27,3,0,3,4,1,3,1,3,0,1,1,2,2,25610
1615,201615,30,1,1,11,1,0,2,3,0,5,1,6,0,5,0,1,1,18204
4356,204356,37,0,3,17,3,1,3,4,3,3,2,3,0,1,1,2,3,28658
1228,201228,41,0,2,10,2,1,2,5,1,4,1,7,0,5,0,1,2,21430
2037,202037,34,1,3,8,2,1,2,3,1,3,2,2,0,5,0,1,2,21274
3922,203922,39,0,1,30,2,1,3,5,3,3,3,2,0,3,1,1,3,28204
1164,201164,40,1,1,22,2,0,2,3,3,3,3,7,1,4,1,0,3,22945
4757,204757,27,1,1,10,3,1,3,2,0,3,1,3,0,5,1,2,1,23098
2044,202044,34,1,1,6,2,0,3,1,0,3,2,3,0,1,1,1,1,18280
3095,203095,48,1,3,9,3,0,3,4,1,3,0,2,1,2,1,1,2,23215
1747,201747,38,1,3,13,3,0,2,1,1,5,1,2,1,3,1,1,2,20605
1639,201639,32,1,1,12,2,1,2,3,0,3,2,4,0,1,0,1,1,18038
1884,201884,24,1,3,6,1,0,3,3,0,4,2,2,1,4,0,0,1,18202
433,200433,46,1,3,16,3,0,3,4,3,3,0,3,1,2,1,1,3,24071
1741,201741,47,0,1,35,2,1,2,3,3,4,1,2,1,3,1,0,3,26849
2778,202778,46,1,1,15,2,1,4,4,1,3,0,2,0,3,1,1,2,22375
810,200810,46,1,3,9,3,1,2,3,4,3,0,4,0,2,1,0,0,32465
2526,202526,56,1,3,7,2,1,4,4,3,3,0,5,0,2,0,2,3,28917
2670,202670,38,0,3,11,3,1,3,4,0,3,1,6,0,4,1,1,1,20855
2137,202137,41,1,1,8,2,0,2,5,0,3,1,5,1,3,0,1,1,17778
842,200842,28,1,1,18,2,0,3,3,0,3,0,2,1,4,1,0,1,17515
4481,204481,35,1,3,9,2,1,3,4,1,3,3,3,0,5,0,2,2,24952
2774,202774,44,0,1,17,2,0,3,5,1,3,1,3,0,3,0,1,2,23935
4377,204377,27,1,1,31,1,1,4,6,0,3,2,3,1,3,0,2,1,21018
2566,202566,57,1,1,21,2,0,4,4,0,4,0,2,1,5,1,2,1,23641
3375,203375,31,0,1,16,3,0,4,4,1,3,3,2,1,3,1,3,2,23373
1505,201505,43,1,1,8,3,0,3,1,0,3,1,2,0,1,1,2,1,17645
3181,203181,42,1,1,14,3,0,3,4,1,3,3,8,0,3,1,1,2,23681
3490,203490,45,1,1,27,2,1,3,4,0,4,3,3,0,5,1,2,1,22098
2866,202866,20,1,2,9,1,1,3,5,0,3,2,3,0,3,1,2,1,21242
3833,203833,32,0,1,7,2,1,3,6,1,5,1,3,0,1,1,2,2,23681
2017,202017,42,0,1,25,3,1,2,1,0,3,1,7,1,3,0,0,1,17759
3940,203940,33,0,1,23,2,0,4,6,0,5,3,3,1,4,0,1,1,22597
2920,202920,25,1,1,24,2,1,4,5,0,4,0,3,0,3,1,2,1,20805
3054,203054,28,1,1,12,1,1,3,5,3,3,1,3,1,3,0,1,3,31486
1727,201727,40,1,1,8,3,1,2,3,2,3,1,1,0,5,1,0,4,34436
2658,202658,31,1,1,10,1,0,3,4,0,5,3,7,1,4,1,2,1,21335
999,200999,42,1,2,16,2,0,2,3,4,5,0,1,0,3,0,1,0,31799
4442,204442,51,0,3,15,1,1,3,4,1,3,1,5,1,5,0,1,2,25474
172,200172,36,0,1,9,3,1,1,3,0,4,2,5,0,4,1,0,1,17088
1002,201002,35,0,1,24,2,1,2,3,3,3,3,3,0,3,0,0,3,24362
400,200400,39,0,1,6,2,1,2,3,2,3,1,2,1,3,0,1,4,34197
4863,204863,40,1,3,14,2,1,4,4,0,3,1,3,1,1,1,3,1,23212
3661,203661,25,1,1,16,3,1,4,2,0,3,1,3,0,1,0,1,1,23079
903,200903,29,1,1,13,2,1,2,3,1,3,1,2,1,3,0,0,2,21623
4013,204013,45,0,1,30,3,1,4,4,1,4,1,6,0,3,0,2,2,20720
2851,202851,46,1,1,17,2,1,4,4,0,3,0,5,0,5,1,1,1,21332
4693,204693,52,1,1,11,2,1,3,4,0,3,1,2,1,1,0,1,1,21139
4554,204554,25,0,1,11,2,1,3,5,0,3,1,2,0,3,0,2,1,21840
4248,204248,46,1,1,15,2,1,4,4,1,3,1,2,0,3,1,1,2,22375
4677,204677,35,1,3,17,2,0,3,4,0,3,1,3,1,1,0,2,1,20898
4183,204183,37,1,1,13,2,1,3,4,0,3,1,2,0,5,1,2,1,21888
4510,204510,36,1,1,7,2,0,3,2,0,3,2,5,0,3,1,2,1,21184
776,200776,20,0,3,15,3,0,2,3,0,3,2,2,1,4,0,0,1,17323
506,200506,37,1,1,9,2,1,2,3,3,3,0,2,0,2,1,0,3,24434
3736,203736,40,0,3,27,2,1,3,4,1,3,1,4,0,3,1,1,2,22805
1285,201285,46,0,3,32,2,1,3,4,1,4,3,1,0,4,1,2,2,22991
2837,202837,35,0,3,11,3,0,4,4,1,3,0,2,0,2,1,1,2,25216
1138,201138,50,0,1,26,3,1,2,3,4,3,1,3,1,4,1,1,0,26245
4156,204156,42,1,1,26,2,1,3,4,1,5,1,4,0,1,0,1,2,21750
621,200621,36,1,3,6,2,1,2,3,1,3,0,2,1,3,1,1,2,21201
2339,202339,46,1,1,21,2,1,2,3,2,4,1,6,0,3,1,1,4,34081
2919,202919,27,1,3,35,3,1,4,4,1,4,0,3,0,3,1,1,2,24950
424,200424,57,1,3,35,3,1,2,4,4,3,1,4,0,3,0,0,0,29118
3282,203282,43,0,3,19,2,1,3,4,4,5,2,2,1,5,1,2,0,32436
4412,204412,23,1,1,13,3,1,4,4,0,3,1,2,0,1,1,2,1,21451
993,200993,25,1,3,24,2,1,3,1,1,3,0,3,0,1,0,0,2,21232
2824,202824,25,1,3,17,3,0,4,4,1,3,1,3,1,2,0,3,2,22938
1687,201687,29,1,1,6,1,1,2,3,0,3,2,1,0,1,0,0,1,17058
2985,202985,37,0,1,15,2,0,4,3,3,5,0,2,0,3,0,1,3,30391
2619,202619,57,1,1,15,2,0,4,4,0,5,1,6,1,4,1,2,1,22935
371,200371,29,1,1,29,2,1,2,3,0,3,2,1,0,3,1,0,1,17201
4057,204057,31,1,1,25,2,0,4,4,0,3,3,3,0,1,1,3,1,21310
4826,204826,27,1,1,14,3,0,3,5,3,5,1,2,1,4,1,2,3,21553
836,200836,29,1,3,29,2,0,2,4,3,5,0,2,0,3,0,0,3,22336
1503,201503,39,1,3,11,1,1,2,3,1,3,1,4,0,1,0,0,2,17086
1587,201587,36,0,3,17,1,0,3,3,3,3,1,1,0,5,0,2,3,24738
4685,204685,55,1,3,9,2,0,3,5,3,3,1,8,0,5,1,2,3,29364
3639,203639,50,1,1,7,2,1,3,4,4,3,2,6,0,3,1,1,0,34057
3778,203778,28,0,1,22,2,0,4,5,0,5,1,2,0,4,1,1,1,23452
4417,204417,35,1,1,7,2,1,3,4,0,3,1,3,0,3,1,2,1,21369
3297,203297,20,1,1,16,2,1,3,4,0,5,2,3,0,3,0,1,1,21230
3126,203126,33,0,1,7,2,0,4,5,0,4,0,8,0,3,1,1,1,21010
106,200106,50,0,1,6,2,0,3,3,2,4,0,4,1,2,0,2,4,33172
3699,203699,34,1,3,23,2,0,4,4,3,5,3,4,1,5,0,1,3,27242
2289,202289,28,1,1,8,2,1,3,4,0,4,1,1,0,1,0,2,1,18201
1204,201204,48,0,3,13,3,0,3,3,0,3,1,3,1,4,1,1,1,17655
1232,201232,35,1,1,33,2,1,2,3,1,3,1,3,0,5,0,1,2,21883
1077,201077,29,1,1,6,1,1,3,4,0,5,2,7,0,3,0,2,1,17362
2867,202867,31,0,3,29,2,0,4,4,3,5,0,2,0,2,1,1,3,27090
3418,203418,28,0,3,9,2,1,3,6,1,3,3,5,0,4,1,2,2,23749
3945,203945,45,1,1,17,2,1,3,4,1,3,1,4,1,3,0,2,2,25143
1107,201107,38,0,2,16,2,1,3,3,1,3,1,4,0,3,0,2,2,21077
3115,203115,35,1,1,17,2,1,3,4,0,4,1,3,0,2,1,1,1,20686
4643,204643,36,1,1,32,3,0,3,4,3,3,1,3,1,3,0,2,3,29066
357,200357,21,0,3,6,1,0,2,4,0,4,2,2,1,5,1,1,1,17174
4474,204474,35,1,1,15,2,0,3,4,1,5,1,5,0,5,1,2,2,23799
3247,203247,35,0,1,10,2,1,3,5,0,3,0,5,0,2,1,1,1,21657
372,200372,35,1,1,15,2,1,3,4,1,4,3,1,0,2,1,2,2,21540
4166,204166,30,1,1,22,2,1,3,4,0,3,2,3,0,3,1,2,1,21018
4473,204473,39,1,1,9,3,1,4,4,0,3,1,8,1,4,0,3,1,21735
760,200760,53,0,3,8,3,0,2,4,3,4,0,3,0,2,0,1,3,22525
3431,203431,52,0,3,9,3,1,3,4,3,4,0,4,0,4,0,1,3,29274
2470,202470,33,0,1,23,2,0,4,6,0,5,3,3,1,4,1,3,1,22597
1174,201174,25,0,1,8,2,1,3,1,1,3,1,2,0,1,0,1,2,20206
2775,202775,28,0,3,7,3,1,4,4,1,4,0,2,1,2,0,3,2,25027
3290,203290,36,1,1,9,2,1,3,5,3,4,1,4,0,4,1,1,3,28952
1405,201405,31,0,1,16,3,0,2,3,3,3,1,5,0,1,1,1,3,26031
1391,201391,38,1,3,6,2,1,2,4,0,5,2,5,0,3,0,1,1,17858
4679,204679,39,0,1,10,2,1,3,4,0,3,1,5,0,3,1,1,1,21499
3578,203578,36,1,1,14,2,1,4,5,0,3,1,3,0,3,1,1,1,21368
2063,202063,36,1,1,6,2,0,2,3,1,4,1,1,0,5,1,1,2,20228
3212,203212,41,1,3,33,3,1,4,4,1,5,0,3,0,2,1,2,2,27074
1049,201049,30,1,3,22,2,1,3,3,1,3,0,1,0,3,0,2,2,20301
2817,202817,28,1,1,7,3,1,3,4,0,4,1,3,0,3,0,1,1,22494
3169,203169,36,1,1,21,2,1,3,5,0,4,1,3,1,5,1,2,1,22421
4650,204650,49,1,1,11,2,1,4,5,3,3,2,2,0,5,1,1,3,29677
4024,204024,52,0,1,7,3,0,2,5,3,5,3,5,0,1,1,1,3,26162
4081,204081,31,1,3,12,2,0,3,4,3,3,1,4,0,4,1,2,3,28097
1661,201661,27,1,1,15,3,0,4,3,0,4,2,2,0,3,0,1,1,17279
1281,201281,35,1,3,33,2,1,2,3,1,3,2,2,1,5,0,0,2,20813
4396,204396,32,1,3,20,3,1,3,4,1,5,1,4,0,1,0,2,2,22911
3911,203911,28,1,1,11,2,1,3,2,1,4,1,3,1,4,1,1,2,24820
1910,201910,34,0,2,29,2,0,2,3,3,5,1,1,1,3,1,0,3,24950
1876,201876,52,1,1,9,3,1,2,4,3,3,1,3,1,1,1,0,3,22969
23,200023,21,1,1,21,2,1,3,3,0,3,2,2,0,3,1,1,1,16232
2078,202078,55,1,3,8,3,1,2,3,1,3,2,5,0,1,1,0,2,20160
2119,202119,53,1,1,29,2,0,3,3,4,3,2,7,0,5,1,1,0,29275
615,200615,27,0,1,9,3,1,2,3,0,3,0,2,0,2,1,0,1,16706
1440,201440,36,0,1,10,2,0,3,3,1,4,1,1,0,3,1,1,2,20131
1782,201782,31,1,1,8,2,1,2,3,0,3,1,1,1,4,1,1,1,17695
3880,203880,22,1,3,12,3,1,3,4,0,5,2,3,1,1,1,1,1,21058
3428,203428,29,1,3,33,2,1,3,5,1,5,0,3,0,4,1,1,2,23402
2736,202736,32,0,3,12,3,0,3,4,0,4,1,3,0,3,0,2,1,21467
3133,203133,21,1,1,11,1,1,3,4,0,5,3,3,0,3,1,2,1,21651
3109,203109,48,1,3,9,2,0,4,5,0,3,3,3,1,2,1,1,1,21972
4311,204311,26,1,3,11,2,0,4,5,1,3,3,3,1,1,0,3,2,23165
2267,202267,26,1,1,27,3,1,2,3,0,3,1,2,0,5,1,0,1,17377
731,200731,20,1,1,17,3,0,3,4,0,5,2,2,1,3,0,1,1,17600
3008,203008,46,1,3,9,1,1,3,6,1,3,3,2,0,5,0,1,2,25310
867,200867,50,0,1,8,3,0,1,3,4,5,0,3,0,3,1,0,0,32856
3135,203135,41,0,1,16,3,1,3,4,0,4,1,2,1,4,0,2,1,22295
3004,203004,35,1,1,15,2,0,3,4,1,5,1,5,0,5,1,1,2,23799
3674,203674,25,1,1,36,3,1,4,4,0,5,1,3,0,4,1,2,1,22585
2043,202043,26,1,3,14,1,1,2,4,1,5,2,7,0,3,0,0,2,20326
4579,204579,48,1,3,9,2,0,4,5,0,3,3,3,1,1,0,1,1,21972
2722,202722,27,0,1,7,2,0,3,4,1,4,1,3,0,5,0,2,2,25075
3152,203152,37,0,3,15,1,1,3,4,1,3,1,6,0,3,1,1,2,23757
1293,201293,43,0,1,15,2,1,2,3,0,3,2,5,0,3,0,1,1,17438
2932,202932,43,1,1,9,2,0,3,4,1,3,0,3,0,2,1,1,2,22767
3997,203997,39,0,1,13,3,0,4,6,1,3,1,2,1,1,0,3,2,24007
3659,203659,36,0,1,9,3,1,4,5,0,3,3,2,1,3,1,1,1,23608
2978,202978,54,1,1,14,2,1,3,3,4,3,0,5,0,2,0,1,0,33492
448,200448,40,1,1,12,2,0,3,3,4,3,3,1,0,5,1,2,0,28237
4226,204226,32,1,1,9,2,1,3,4,0,3,1,2,1,4,1,2,1,21373
4507,204507,37,1,1,7,2,0,3,4,1,4,1,2,0,5,1,2,2,23906
3256,203256,44,0,1,34,2,0,3,4,3,5,0,2,0,4,0,1,3,29498
2132,202132,20,1,3,8,3,0,2,4,0,3,2,2,0,4,1,0,1,17044
2533,202533,47,1,3,16,3,1,4,5,3,3,3,3,0,5,0,2,3,28297
1673,201673,40,1,1,25,3,1,1,3,1,3,1,1,1,1,1,0,2,17741
1495,201495,53,1,1,11,2,0,2,3,2,3,1,5,0,4,1,0,4,34094
1311,201311,18,0,1,20,3,0,2,3,0,3,2,2,0,5,1,0,1,16514
1018,201018,36,1,1,10,2,1,2,4,1,3,2,2,0,5,1,1,2,20810
2521,202521,46,1,1,13,2,1,3,4,3,5,0,6,1,3,0,1,3,31923
3084,203084,25,0,1,11,2,1,3,5,0,3,0,2,0,3,0,1,1,21840
426,200426,30,0,1,8,3,0,2,3,0,3,2,1,0,4,1,0,1,17564
3427,203427,35,1,1,9,1,0,4,4,1,3,3,3,0,5,1,2,2,25365
1262,201262,43,0,1,23,1,1,2,4,0,3,1,1,1,5,1,1,1,17437
3225,203225,27,1,1,7,3,1,3,5,0,5,0,3,0,3,0,2,1,22633
2432,202432,51,1,3,33,2,1,2,3,1,3,2,2,1,5,1,1,2,29026
942,200942,36,1,1,16,1,0,3,3,3,3,0,4,0,3,0,2,3,22094
3715,203715,22,1,3,14,3,1,3,4,0,4,3,3,0,5,1,2,1,21357
2124,202124,39,1,2,8,2,0,2,4,1,3,1,1,0,3,1,0,2,20204
3132,203132,20,1,3,28,2,1,3,5,0,4,2,3,1,2,0,2,1,20799
4001,204001,52,1,1,16,2,1,4,4,0,3,1,5,0,3,1,1,1,20753
3281,203281,41,0,1,16,3,0,3,4,3,3,2,2,0,4,0,1,3,32177
142,200142,38,1,1,9,1,0,2,3,1,3,2,4,1,5,0,0,2,1000
1823,201823,37,1,1,12,3,1,2,1,1,5,1,5,1,3,1,1,2,20974
4886,204886,19,1,3,16,3,1,3,4,0,3,2,3,0,5,0,2,1,20289
533,200533,40,0,3,11,2,1,2,4,3,5,0,6,1,5,0,1,3,25475
1583,201583,24,1,1,24,2,1,2,3,0,3,1,1,0,4,0,0,1,17774
1461,201461,50,1,3,34,3,1,2,4,3,5,1,5,1,5,0,0,3,25854
3094,203094,44,0,1,7,2,0,3,4,1,3,0,6,0,2,1,2,2,24240
1552,201552,55,1,3,6,2,1,3,3,3,3,1,4,0,1,0,2,3,25239
2323,202323,19,1,1,15,2,1,2,3,0,5,2,2,0,3,0,1,1,17552
1530,201530,32,1,1,6,3,1,2,3,1,3,1,2,1,4,1,1,2,21162
107,200107,25,1,3,11,3,1,2,4,1,3,2,2,1,3,1,0,2,20744
1929,201929,41,0,1,8,2,0,3,4,1,3,3,3,1,1,0,0,2,21811
4185,204185,48,0,1,36,2,1,3,4,3,4,1,3,1,3,1,1,3,30527
1756,201756,44,0,1,30,2,1,2,3,0,3,1,4,1,5,0,1,1,18161
1748,201748,26,0,1,6,2,0,2,3,1,4,1,2,0,5,1,1,2,21397
840,200840,35,1,1,6,3,1,2,4,0,3,0,7,0,2,1,1,1,17258
2642,202642,39,1,1,9,2,1,3,4,1,3,0,2,0,2,0,2,2,25231
1298,201298,46,1,1,27,3,0,3,3,1,4,1,5,0,3,1,2,2,23926
159,200159,34,0,3,8,3,0,3,3,0,3,0,7,0,5,1,2,1,17231
1736,201736,31,1,1,29,3,1,3,4,1,3,1,1,0,3,0,1,2,20582
3064,203064,36,1,1,34,3,0,3,5,0,5,2,3,0,4,1,2,1,21237
2669,202669,60,1,1,10,2,1,4,5,0,3,0,5,0,3,0,2,1,20855
1139,201139,32,1,1,11,2,0,2,1,0,3,1,4,0,5,1,1,1,18312
3550,203550,31,1,3,7,2,1,4,5,1,5,1,3,0,4,1,2,2,28392
1730,201730,32,0,1,13,2,1,3,1,0,4,1,2,0,1,0,1,1,17794
377,200377,36,1,1,8,2,0,3,3,0,3,0,5,0,5,1,0,1,17543
4583,204583,40,1,1,13,3,1,4,4,0,5,1,2,1,1,1,2,1,21082
1681,201681,30,0,1,6,2,1,2,4,3,3,3,2,0,5,1,1,3,23474
3697,203697,34,0,3,9,3,0,4,4,1,4,3,2,0,1,0,1,2,23825
3624,203624,37,1,1,14,2,1,4,4,0,4,2,4,0,1,0,3,1,20691
1541,201541,29,1,1,8,2,1,3,3,0,4,1,1,0,4,1,0,1,17703
4016,204016,21,0,1,13,2,0,4,5,0,3,3,3,1,1,0,1,1,21604
3678,203678,48,0,3,9,3,1,3,4,1,4,1,2,0,1,0,2,2,23656
4154,204154,40,1,1,7,3,0,4,4,0,3,1,2,0,3,1,1,1,20910
1581,201581,34,0,1,13,2,1,3,5,1,3,2,2,1,5,1,0,2,21074
340,200340,37,1,1,11,3,1,3,3,1,3,1,1,0,3,0,0,2,21347
609,200609,43,1,1,20,2,1,3,3,4,5,0,7,0,5,1,0,0,32159
3949,203949,44,1,1,9,3,0,4,2,0,3,1,3,0,1,1,3,1,21323
1570,201570,37,1,2,12,2,1,3,3,0,5,1,5,1,1,0,2,1,17073
4118,204118,39,1,1,36,3,1,4,4,1,5,1,2,1,3,1,3,2,25351
3376,203376,30,1,1,14,1,0,3,4,0,3,1,5,1,4,1,2,1,22017
2718,202718,22,1,1,10,3,1,4,5,0,3,3,3,0,5,1,2,1,21908
4493,204493,35,1,1,9,3,0,3,5,0,5,3,3,0,1,1,1,1,23059
1358,201358,31,1,3,16,3,0,2,3,1,3,1,3,1,1,0,0,2,21583
346,200346,41,1,1,12,3,1,3,4,1,4,2,7,1,3,1,0,2,21032
3019,203019,55,1,1,26,3,0,4,4,1,5,1,2,1,3,0,1,2,24163
1680,201680,32,1,3,10,3,1,2,5,3,3,1,2,0,1,1,0,3,25400
1240,201240,39,0,1,6,2,1,3,3,1,3,1,2,1,5,1,2,2,21472
3269,203269,30,1,1,15,3,1,4,5,1,3,0,3,1,3,0,1,2,23734
3859,203859,34,0,1,7,3,1,3,5,0,3,1,3,0,3,0,1,1,20686
2981,202981,28,0,1,17,2,1,3,4,3,5,1,3,0,3,1,1,3,27471
777,200777,21,1,1,16,2,0,2,4,0,5,2,2,0,3,1,0,1,16416
3369,203369,43,1,1,14,3,0,4,2,1,4,0,8,1,1,0,1,2,21050
2217,202217,38,1,3,9,2,1,2,3,1,3,3,1,1,3,1,0,2,21861
4080,204080,42,1,1,21,2,1,3,4,0,3,1,6,0,4,1,2,1,21129
2353,202353,33,1,1,15,3,1,2,3,0,3,1,1,0,1,0,1,1,17781
4798,204798,41,1,3,17,1,0,3,5,1,4,1,2,0,5,1,2,2,25530
2105,202105,35,1,1,15,2,0,3,4,3,3,1,2,1,4,1,2,3,25685
2557,202557,25,1,1,25,2,1,3,4,0,3,0,2,0,4,1,1,1,21452
2489,202489,42,1,1,19,1,0,3,4,2,3,0,3,0,4,1,1,4,38223
1668,201668,38,1,1,8,2,1,2,3,1,3,1,1,0,1,1,1,2,21553
2537,202537,47,0,1,7,3,1,3,5,3,5,0,4,1,2,1,2,3,29351
717,200717,27,1,1,22,1,0,2,3,0,4,0,1,0,2,1,0,1,17811
2169,202169,52,1,1,6,2,1,3,3,4,3,1,3,0,1,1,2,0,32099
3142,203142,36,1,3,25,3,0,3,4,1,3,0,3,0,4,1,1,2,23279
3723,203723,45,0,1,7,3,1,3,4,0,4,1,3,1,3,1,2,1,21020
1102,201102,36,1,3,8,2,1,3,3,0,3,2,4,1,3,0,0,1,17644
2291,202291,49,1,3,14,1,1,2,4,4,4,1,7,0,4,1,1,0,28120
2067,202067,42,1,1,6,2,0,2,4,1,3,1,1,1,3,0,0,2,21062
2527,202527,39,0,1,13,3,0,4,6,1,3,1,2,1,2,0,3,2,24007
331,200331,27,0,3,6,3,1,3,3,1,4,0,1,1,2,0,2,2,21349
793,200793,28,1,1,21,2,1,2,3,0,3,1,2,0,4,1,1,1,17207
368,200368,40,1,3,28,3,1,3,4,1,3,0,3,1,3,1,1,2,21380
4444,204444,28,1,1,7,2,0,4,4,3,5,1,3,0,4,0,3,3,26090
1835,201835,46,0,1,13,3,0,1,3,1,3,1,3,0,5,1,0,2,20258
1869,201869,31,1,1,6,2,1,3,4,0,5,1,2,0,4,1,1,1,17218
2585,202585,46,1,1,36,3,1,3,4,0,3,3,7,0,2,1,1,1,22130
3571,203571,24,1,1,17,1,1,3,2,0,3,1,4,0,1,1,1,1,20751
3159,203159,34,0,1,7,2,0,3,2,1,4,0,3,1,3,0,2,2,24166
3709,203709,34,0,1,11,1,1,3,4,1,4,1,7,0,1,0,1,2,21733
4838,204838,36,0,1,9,2,0,3,5,0,5,3,4,1,3,0,1,1,22184
4304,204304,44,1,1,19,2,1,3,5,4,4,1,3,0,3,1,2,0,33014
